Geo Point,Geo Shape,Batch_ID,TargetStartDate,TargetDeliveryDate,OperationalArea,DNO,Status,days_outstanding,rag_status,PVC Date,days_since_pvc_date
"51.63011916215806, 0.024938603013811757","{""coordinates"": [[[0.013986081132723, 51.62752945411021], [0.014185095832576, 51.632022306341234], [0.01438416221802, 51.63651515456311], [0.021604350157969, 51.636391045683716], [0.021804180859609, 51.640883870022456], [0.022004063467087, 51.64537669034801], [0.029225624893818, 51.645252097864045], [0.036447134212052, 51.645127061534716], [0.036245826062891, 51.640634281177704], [0.036044570189039, 51.63614149679963], [0.035843366572555, 51.6316487084006], [0.035642215195504, 51.62715591598062], [0.035441116039959, 51.62266311953983], [0.035240069088003, 51.61817031907826], [0.028022833571435, 51.61829523534814], [0.020805546053574, 51.618419708198175], [0.013588206718845, 51.618543737620946], [0.006370815751682, 51.618667323609046], [0.006569015241341, 51.623160203645604], [0.013787118100721, 51.62303659787008], [0.013986081132723, 51.62752945411021]]], ""type"": ""Polygon""}",NE-0005,2025-07-21,2025-09-23,North East,LPN,Complete,-187,Complete,2025-11-07T00:00:00+00:00,-142
"51.61019078670231, 0.0736987923050241","{""coordinates"": [[[0.063904646248708, 51.61317349616051], [0.06410848745315, 51.617666219949584], [0.071325460197178, 51.617539086692716], [0.07854237983354, 51.617411510061075], [0.078337115518683, 51.61291882704378], [0.085553270335195, 51.61279082753716], [0.085347347950532, 51.60829816096348], [0.085141479005551, 51.60380549034132], [0.077926746691861, 51.60393344887568], [0.070711961140952, 51.604060964255396], [0.063497122537002, 51.60418803647289], [0.063700857949374, 51.60868076833492], [0.063904646248708, 51.61317349616051]]], ""type"": ""Polygon""}",NE-0006,2025-07-21,2025-09-23,North East,LPN,Complete,-187,Complete,2025-11-07T00:00:00+00:00,-142
"51.54758287427252, 0.08617551150242421","{""coordinates"": [[[0.07546900054993, 51.55002084016054], [0.075673520692206, 51.55451357979442], [0.082880442394899, 51.55438584632015], [0.090087310877215, 51.55425767047701], [0.097294125955684, 51.55412905227265], [0.097087479007853, 51.549636374158545], [0.096880885628951, 51.54514369198891], [0.096674345800639, 51.54065100576381], [0.089469656922802, 51.54077956224852], [0.082264914695949, 51.54090767658394], [0.075060119303359, 51.5410353487624], [0.075264533426365, 51.54552809648317], [0.07546900054993, 51.55002084016054]]], ""type"": ""Polygon""}",NE-0020,2025-10-06,2025-12-05,North East,LPN,Complete,-114,Complete,2026-02-12T00:00:00+00:00,-45
"51.515574053894284, -0.039240158577020276","{""coordinates"": [[[-0.048582505066103, 51.516179529887815], [-0.048390438576488, 51.52067263793819], [-0.04118830909916, 51.52055257964537], [-0.033986229584927, 51.52043207942328], [-0.034179711631306, 51.515939009852005], [-0.026978390015959, 51.5158180870532], [-0.027172529502959, 51.51132503283893], [-0.034373143548664, 51.511445936296084], [-0.041573807706272, 51.51156639797228], [-0.0487745217928, 51.51168641786035], [-0.048582505066103, 51.516179529887815]]], ""type"": ""Polygon""}",NE-0027,2025-11-03,2026-01-06,North East,LPN,Complete,-82,Complete,,
"51.4992805380501, -0.0037882454325802893","{""coordinates"": [[[-0.006551538020772, 51.488494633027884], [-0.006355529973203, 51.492987648792315], [-0.013553164342963, 51.49310979937406], [-0.01335781230756, 51.497602830676975], [-0.020556204072566, 51.497724559249036], [-0.020361508414807, 51.50221760602741], [-0.013162409663333, 51.502095857984024], [-0.005963361538024, 51.50197366832238], [-0.005767201115677, 51.506466672087896], [-0.005570989866989, 51.51095967185365], [0.00162942190142, 51.510837001344726], [0.008829782643123, 51.510713889091015], [0.008632156776914, 51.50622092863592], [0.008434582102802, 51.50172796417337], [0.001235635778295, 51.50185103704972], [0.001038819213126, 51.49735804889692], [0.000842053622302, 51.4928650567406], [0.000645338988399, 51.48837206058089], [0.000448675293998, 51.483879060417806], [-0.006747495311472, 51.48400161326396], [-0.006551538020772, 51.488494633027884]]], ""type"": ""Polygon""}",NE-0029,2025-11-24,2026-01-29,North East,LPN,Complete,-59,Complete,,
"51.443027700592374, 0.23925190976792368","{""coordinates"": [[[0.23569612574019, 51.4346639142527], [0.228508779859439, 51.434800807700704], [0.228727472213246, 51.43929318476409], [0.221539365770511, 51.43942965965247], [0.221757410532682, 51.443922054400154], [0.228946221152734, 51.44378555769522], [0.229165026697222, 51.44827792649401], [0.229383888866037, 51.4527702911603], [0.229602807678513, 51.45726265169401], [0.236793675258521, 51.45712564879042], [0.243984485993516, 51.45698820517158], [0.243764157793336, 51.45249588850751], [0.243543886600636, 51.4480035677023], [0.243323672395957, 51.443511242756045], [0.250512312655559, 51.44337342453805], [0.257700895764788, 51.443235165831986], [0.257479330309824, 51.43874288086985], [0.2572578221674, 51.434250591758286], [0.250070647075823, 51.43438880627336], [0.242883414872871, 51.434526580440895], [0.242663371515589, 51.43003424307216], [0.235476786158152, 51.43017155493545], [0.23569612574019, 51.4346639142527]]], ""type"": ""Polygon""}",SE-0006,2025-11-24,2026-01-29,South East,LPN,Complete,-59,Complete,,
"51.441891390804926, 0.12932396447629238","{""coordinates"": [[[0.120483828847135, 51.432308659369895], [0.113296303805934, 51.43243848515744], [0.113503676296971, 51.4369312068502], [0.113711102446512, 51.441423924477306], [0.120900035861484, 51.44129405717767], [0.121108220147507, 51.445786749976875], [0.128297804145026, 51.44565642128406], [0.128506746931322, 51.45014908917688], [0.135696981474537, 51.4500182989539], [0.135906683125005, 51.45451094186174], [0.143097568176925, 51.45437968997159], [0.150288398768815, 51.45424799733297], [0.150077287600587, 51.44975539645796], [0.142887161758281, 51.449887068045], [0.142676809781045, 51.445394442036154], [0.13548733408351, 51.44552565196791], [0.1352777409334, 51.441033000903865], [0.135068202005697, 51.43654034576189], [0.127880080730996, 51.436671073276635], [0.127671300066368, 51.43217839316217], [0.127462573405415, 51.42768570897398], [0.120275806082055, 51.42781595436146], [0.120483828847135, 51.432308659369895]]], ""type"": ""Polygon""}",SE-0008,2025-12-01,2026-02-05,South East,LPN,Complete,-52,Complete,,
"51.53555887499945, -0.13426882715980754","{""coordinates"": [[[-0.141473709439471, 51.53567320723584], [-0.141290656014698, 51.54016654279886], [-0.134085059837082, 51.540052157044975], [-0.12687951130662, 51.5399373289885], [-0.127063982188474, 51.535444030097665], [-0.127248405256117, 51.53095072727003], [-0.134452536529209, 51.53106551858726], [-0.141656715416839, 51.53117986774321], [-0.141473709439471, 51.53567320723584]]], ""type"": ""Polygon""}",NW-0004,2025-12-08,2026-02-12,North West,LPN,Complete,-45,Complete,,
"51.55273295103249, -0.17804206769536604","{""coordinates"": [[[-0.18434637636751, 51.54533700856332], [-0.184167482960686, 51.54983044462983], [-0.183988543159418, 51.55432387678792], [-0.191196595378264, 51.554435219673515], [-0.191018318750236, 51.55892866574309], [-0.18380955694781, 51.55881730503754], [-0.176600841571656, 51.558705501699414], [-0.176780537350941, 51.55421209134052], [-0.169572578136535, 51.55409986333794], [-0.162364665699897, 51.553987192786906], [-0.162545733605158, 51.54949381450259], [-0.169752936689798, 51.54960646702498], [-0.176960186536185, 51.549718677069635], [-0.177139789143344, 51.545225258886795], [-0.18434637636751, 51.54533700856332]]], ""type"": ""Polygon""}",NW-0005,2025-12-08,2026-02-12,North West,LPN,Complete,-45,Complete,,
"51.56122726004933, -0.2536846272646782","{""coordinates"": [[[-0.270488180323455, 51.555630780459], [-0.270317710146368, 51.56012441787871], [-0.270147195748802, 51.56461805143095], [-0.262937225449844, 51.56451154307016], [-0.26276595669452, 51.5690051557066], [-0.255555320708241, 51.56889818745185], [-0.255383297227272, 51.57339177909494], [-0.248171995584193, 51.57328435080765], [-0.240960738759215, 51.57317647961674], [-0.241134182775979, 51.568682922431094], [-0.248344729340739, 51.56879077635788], [-0.248517418294573, 51.564297198030566], [-0.241307581806073, 51.56418936136449], [-0.241480935864911, 51.55969579641701], [-0.234271854224656, 51.559587534323434], [-0.23444587302078, 51.55509398281974], [-0.241654244967901, 51.555202227588566], [-0.248862661855502, 51.55531002974332], [-0.249035216493278, 51.55081643978342], [-0.256242968597494, 51.550923782137815], [-0.263450765259379, 51.551030681936076], [-0.263279629717059, 51.55552430618491], [-0.270488180323455, 51.555630780459]]], ""type"": ""Polygon""}",NW-0007,2025-12-15,2026-02-19,North West,LPN,Complete,-38,Complete,,
"51.47225837917043, 0.1489754544146786","{""coordinates"": [[[0.136746032692031, 51.472481472710044], [0.143939738637566, 51.472350136853876], [0.144150417542315, 51.47684273836799], [0.144361151000158, 51.481335335799336], [0.144571939029743, 51.48582792914783], [0.151767707968758, 51.485696089032906], [0.151556213914146, 51.48120351676481], [0.151344774613667, 51.476710940409745], [0.158539076949563, 51.47657870135895], [0.158326986742903, 51.47208614205958], [0.165520528538176, 51.47195348313708], [0.165307787789906, 51.46746094095556], [0.158114951435229, 51.467593578669266], [0.150922060200286, 51.46772577543905], [0.150710785049996, 51.46323318682361], [0.143518544412817, 51.463364921577735], [0.136326249278395, 51.46349621544267], [0.136536113818404, 51.467988846115595], [0.136746032692031, 51.472481472710044]]], ""type"": ""Polygon""}",SE-0009,2025-12-15,2026-02-19,South East,LPN,Complete,-38,Complete,,
"51.61735844881692, 0.0920819074881572","{""coordinates"": [[[0.085553270335195, 51.61279082753716], [0.078337115518683, 51.61291882704378], [0.07854237983354, 51.617411510061075], [0.071325460197178, 51.617539086692716], [0.06410848745315, 51.617666219949584], [0.064312381580853, 51.62215893970208], [0.064516328649979, 51.626651655417945], [0.071734725075823, 51.62652448144814], [0.078953068357545, 51.62639686396183], [0.086171358310651, 51.62626880296662], [0.09338959475066, 51.62614029847013], [0.100607777493096, 51.62601135048005], [0.107825906353493, 51.625881959004055], [0.115043981147396, 51.62575212404986], [0.122262001690354, 51.62562184562521], [0.12205235967028, 51.62112929476165], [0.11483505093149, 51.62125955233171], [0.107617687960368, 51.62138936650217], [0.107409523615159, 51.61689676993944], [0.107201413299327, 51.61240416931593], [0.10699335699434, 51.607911564631685], [0.106785354681675, 51.60341895588684], [0.099570783184614, 51.60354824383924], [0.092356157897855, 51.603677088659964], [0.085141479005551, 51.60380549034132], [0.085347347950532, 51.60829816096348], [0.085553270335195, 51.61279082753716]]], ""type"": ""Polygon""}",NE-0031,2025-12-22,2026-02-26,North East,LPN,In Progress,-31,More than 7 Days beyond the Target Delivery Date,,
"51.48520069736419, -0.17233356978770756","{""coordinates"": [[[-0.172632324818965, 51.47771159353228], [-0.172452712535899, 51.48220505248946], [-0.179649343862852, 51.48231699358706], [-0.179470391677569, 51.48681046653443], [-0.186667775980122, 51.48692198404154], [-0.186489484258082, 51.49141547091554], [-0.179291393136817, 51.49130393557022], [-0.172093348386904, 51.49119195865866], [-0.172273053730515, 51.48669850753162], [-0.165075762321717, 51.48658610703969], [-0.157878517633925, 51.48647326506537], [-0.15805958963173, 51.481979846045256], [-0.165256127731297, 51.48209266997332], [-0.165436446435869, 51.47759922898837], [-0.172632324818965, 51.47771159353228]]], ""type"": ""Polygon""}",NW-0009,2025-12-22,2026-02-26,North West,LPN,In Progress,-31,More than 7 Days beyond the Target Delivery Date,,
"51.48157416133518, 0.04715541628105781","{""coordinates"": [[[0.029033409186886, 51.47889151081559], [0.029232846669081, 51.483384435889214], [0.036428760838406, 51.48325967650775], [0.03662895628892, 51.487752577609335], [0.043825524921704, 51.48762735691921], [0.044026478705648, 51.492120233970454], [0.051223701766379, 51.49199455183425], [0.051022041519335, 51.48750169488109], [0.058218505899238, 51.48737559150245], [0.058016191607213, 51.48288275068334], [0.065211897342051, 51.482756226206725], [0.065008929370106, 51.47826340158428], [0.057813929697543, 51.478389905829765], [0.05761172015233, 51.47389705694183], [0.050417374013014, 51.47402309983842], [0.043222975709482, 51.474148701605834], [0.036028525424122, 51.47427386223659], [0.036228617222711, 51.47876677138347], [0.029033409186886, 51.47889151081559]]], ""type"": ""Polygon""}",SE-0010,2025-12-29,2026-03-03,South East,LPN,In Progress,-26,More than 7 Days beyond the Target Delivery Date,,
"51.57785970572613, 0.026222149871774694","{""coordinates"": [[[0.019011266372676, 51.57798396410886], [0.019210423916704, 51.5824768406133], [0.026422023214854, 51.582352527055875], [0.03363357065418, 51.58222777064518], [0.033432992729606, 51.57773493399948], [0.033232466829905, 51.57324209333363], [0.026022339569504, 51.57336680981876], [0.018812160485813, 51.5734910835921], [0.019011266372676, 51.57798396410886]]], ""type"": ""Polygon""}",NE-0035,2026-01-12,2026-03-16,North East,LPN,In Progress,-13,More than 7 Days beyond the Target Delivery Date,,
"51.51092765036158, -0.21273583092119733","{""coordinates"": [[[-0.214931243833295, 51.50084429986218], [-0.214755643125388, 51.50533784570073], [-0.221956085149412, 51.505447225593], [-0.221781146566593, 51.50994078503643], [-0.221606162647536, 51.51443434058893], [-0.221431133376728, 51.51892789225041], [-0.214228567916695, 51.51881845985022], [-0.207026048007204, 51.51870858542734], [-0.207202493252744, 51.5142150688486], [-0.200000727040952, 51.51410477005693], [-0.20017783434916, 51.5096112672242], [-0.207378892780187, 51.50972154837202], [-0.207555246605174, 51.505228023997624], [-0.207731554743337, 51.500734495725446], [-0.214931243833295, 51.50084429986218]]], ""type"": ""Polygon""}",NW-0015,2026-01-12,2026-03-16,North West,LPN,In Progress,-13,More than 7 Days beyond the Target Delivery Date,,
"51.397586666203836, 0.006983774037056342","{""coordinates"": [[[-0.01065600883909, 51.39414037817489], [-0.010461063053533, 51.39863347791709], [-0.010266066856522, 51.403126573660906], [-0.003082580358377, 51.40300437297625], [-0.002886830605784, 51.4074974451896], [0.0042973083919, 51.40737478484717], [0.011481396580681, 51.40725168438632], [0.011284240626068, 51.40275865144782], [0.018467574749484, 51.40263513061857], [0.025650857718453, 51.402511169755705], [0.025452346967211, 51.39801817235537], [0.018269766874331, 51.39814211340912], [0.018072010136153, 51.393649092185974], [0.025253887534306, 51.393525170937515], [0.025055479402244, 51.38903216550217], [0.017874304517518, 51.38915606694924], [0.010693078530644, 51.38927952857328], [0.003511801622866, 51.389402550367], [-0.003669526024563, 51.389525132323115], [-0.003473928050516, 51.39401821654297], [-0.01065600883909, 51.39414037817489]]], ""type"": ""Polygon""}",SE-0013,2026-01-12,2026-03-16,South East,LPN,In Progress,-13,More than 7 Days beyond the Target Delivery Date,,
"51.57946107835761, 0.0633593886539044","{""coordinates"": [[[0.06186914099414, 51.56824603627344], [0.062072453962996, 51.57273880042442], [0.062275819673964, 51.577231560539545], [0.062479238145119, 51.58172431661868], [0.055267899980131, 51.58185084436791], [0.048056509220719, 51.58197692929373], [0.040845066050769, 51.582102571388646], [0.041046406365508, 51.586595383974725], [0.048258559865009, 51.586469721769596], [0.055470660936006, 51.5863436166628], [0.055673474504307, 51.590836384925574], [0.062886233440345, 51.590709816668905], [0.062682709394548, 51.586217068661824], [0.069894705056694, 51.586090077774266], [0.069690523531803, 51.581597346053606], [0.076901755956314, 51.58146993268024], [0.076696917320127, 51.57697721730885], [0.076492131811735, 51.572484497893534], [0.076287399412936, 51.56799177443434], [0.069078296657416, 51.56811912665194], [0.06186914099414, 51.56824603627344]]], ""type"": ""Polygon""}",NE-0033,2026-01-05,2026-03-09,North East,LPN,Planned,-20,More than 7 Days beyond the Target Delivery Date,,
